 	File: D:\HumanV1\Marc\DAT\fartspeakers-1-2013-02-11.log
 ---------------------------------------------------------------
	Max.Trl	Rpts	Dif.Trl	ITI--Range		Rnd	#
 0	2030		1	1015		0	0		0	8
 ---------------------------------------------------------------
	channr	LP	rate	#	name
 32	 1	Snd1	   0	   3	    1	 1003	  40	   1	   0	  32
 32	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  32
 								0	0	0
 33	 1	Snd1	   0	   4	    0	 1002	  40	   1	   0	  33
 33	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  33
 								0	0	0
 34	 1	Snd1	   0	   5	    0	 1003	  40	   1	   0	  34
 34	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  34
 								0	0	0
 35	 1	Snd1	   0	   6	    0	 1003	  40	   1	   0	  35
 35	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  35
 								0	0	0
 36	 1	Snd1	   0	   7	    0	 1002	  40	   1	   0	  36
 36	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  36
 								0	0	0
 37	 1	Snd1	   0	   8	    0	 1003	  40	   1	   0	  37
 37	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  37
 								0	0	0
 38	 1	Snd1	   0	   9	    1	 1003	  40	   1	   0	  38
 38	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  38
 								0	0	0
 39	 1	Snd1	   0	  10	    0	 1003	  40	   1	   0	  39
 39	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  39
 								0	0	0
 40	 1	Snd1	   0	  11	    1	 1003	  40	   1	   0	  40
 40	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  40
 								0	0	0
 41	 1	Snd1	   0	  12	    1	 1003	  40	   1	   0	  41
 41	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  41
 								0	0	0
 42	 1	Snd1	   0	  13	    1	 1003	  40	   1	   0	  42
 42	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  42
 								0	0	0
 43	 1	Snd1	   0	  14	    1	 1003	  40	   1	   0	  43
 43	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  43
 								0	0	0
 44	 1	Snd1	   0	  15	    0	 1003	  40	   1	   0	  44
 44	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  44
 								0	0	0
 45	 1	Snd1	   0	  16	    1	 1003	  40	   1	   0	  45
 45	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  45
 								0	0	0
 46	 1	Snd1	   0	  17	    0	 1003	  40	   1	   0	  46
 46	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  46
 								0	0	0
 47	 1	Snd1	   0	  18	    0	 1002	  40	   1	   0	  47
 47	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  47
 								0	0	0
 48	 1	Snd1	   0	  19	    1	 1003	  40	   1	   0	  48
 48	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  48
 								0	0	0
 49	 1	Snd1	   0	  20	    0	 1003	  40	   1	   0	  49
 49	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  49
 								0	0	0
 50	 1	Snd1	   0	  21	    1	 1003	  40	   1	   0	  50
 50	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  50
 								0	0	0
 51	 1	Snd1	   0	  22	    0	 1003	  40	   1	   0	  51
 51	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  51
 								0	0	0
 52	 1	Snd1	   0	  23	    1	 1003	  40	   1	   0	  52
 52	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  52
 								0	0	0
 53	 1	Snd1	   0	  24	    1	 1003	  40	   1	   0	  53
 53	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  53
 								0	0	0
 54	 1	Snd1	   0	  25	    0	 1003	  40	   1	   0	  54
 54	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  54
 								0	0	0
 55	 1	Snd1	   0	  26	    1	 1003	  40	   1	   0	  55
 55	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  55
 								0	0	0
 56	 1	Snd1	   0	  27	    0	 1003	  40	   1	   0	  56
 56	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  56
 								0	0	0
 57	 1	Snd1	   0	  28	    1	 1003	  40	   1	   0	  57
 57	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  57
 								0	0	0
 58	 1	Snd1	   0	  29	    0	 1003	  40	   1	   0	  58
 58	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  58
 								0	0	0
 59	 1	Snd1	   0	   1	    1	 1003	  50	   1	   0	  59
 59	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  59
 								0	0	0
 60	 1	Snd1	   0	   2	    1	 1003	  50	   1	   0	  60
 60	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  60
 								0	0	0
 61	 1	Snd1	   0	   3	    1	 1003	  50	   1	   0	  61
 61	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  61
 								0	0	0
 62	 1	Snd1	   0	   4	    1	 1003	  50	   1	   0	  62
 62	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  62
 								0	0	0
 63	 1	Snd1	   0	   5	    0	 1002	  50	   1	   0	  63
 63	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  63
 								0	0	0
 64	 1	Snd1	   0	   6	    1	 1003	  50	   1	   0	  64
 64	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  64
 								0	0	0
 65	 1	Snd1	   0	   7	    1	 1003	  50	   1	   0	  65
 65	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  65
 								0	0	0
 66	 1	Snd1	   0	   8	    1	 1003	  50	   1	   0	  66
 66	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  66
 								0	0	0
 67	 1	Snd1	   0	   9	    1	 1003	  50	   1	   0	  67
 67	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  67
 								0	0	0
 68	 1	Snd1	   0	  10	    1	 1003	  50	   1	   0	  68
 68	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  68
 								0	0	0
 69	 1	Snd1	   0	  11	    0	 1003	  50	   1	   0	  69
 69	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  69
 								0	0	0
 70	 1	Snd1	   0	  12	    0	 1003	  50	   1	   0	  70
 70	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  70
 								0	0	0
 71	 1	Snd1	   0	  13	    0	 1003	  50	   1	   0	  71
 71	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  71
 								0	0	0
 72	 1	Snd1	   0	  14	    1	 1003	  50	   1	   0	  72
 72	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  72
 								0	0	0
 73	 1	Snd1	   0	  15	    1	 1003	  50	   1	   0	  73
 73	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  73
 								0	0	0
 74	 1	Snd1	   0	  16	    1	 1003	  50	   1	   0	  74
 74	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  74
 								0	0	0
 75	 1	Snd1	   0	  17	    0	 1003	  50	   1	   0	  75
 75	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  75
 								0	0	0
 76	 1	Snd1	   0	  18	    0	 1002	  50	   1	   0	  76
 76	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  76
 								0	0	0
 77	 1	Snd1	   0	  19	    1	 1003	  50	   1	   0	  77
 77	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  77
 								0	0	0
 78	 1	Snd1	   0	  20	    1	 1003	  50	   1	   0	  78
 78	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  78
 								0	0	0
 79	 1	Snd1	   0	  21	    1	 1003	  50	   1	   0	  79
 79	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  79
 								0	0	0
 80	 1	Snd1	   0	  22	    1	 1003	  50	   1	   0	  80
 80	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  80
 								0	0	0
 81	 1	Snd1	   0	  23	    1	 1003	  50	   1	   0	  81
 81	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  81
 								0	0	0
 82	 1	Snd1	   0	  24	    1	 1003	  50	   1	   0	  82
 82	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  82
 								0	0	0
 83	 1	Snd1	   0	  25	    0	 1003	  50	   1	   0	  83
 83	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  83
 								0	0	0
 84	 1	Snd1	   0	  26	    1	 1003	  50	   1	   0	  84
 84	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  84
 								0	0	0
 85	 1	Snd1	   0	  27	    1	 1003	  50	   1	   0	  85
 85	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  85
 								0	0	0
 86	 1	Snd1	   0	  28	    1	 1003	  50	   1	   0	  86
 86	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  86
 								0	0	0
 87	 1	Snd1	   0	  29	    0	 1002	  50	   1	   0	  87
 87	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  87
 								0	0	0
 88	 1	Snd1	   0	   1	    0	 1003	  60	   1	   0	  88
 88	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  88
 								0	0	0
 89	 1	Snd1	   0	   2	    1	 1003	  60	   1	   0	  89
 89	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  89
 								0	0	0
 90	 1	Snd1	   0	   3	    1	 1003	  60	   1	   0	  90
 90	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  90
 								0	0	0
 91	 1	Snd1	   0	   4	    1	 1003	  60	   1	   0	  91
 91	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  91
 								0	0	0
 92	 1	Snd1	   0	   5	    1	 1003	  60	   1	   0	  92
 92	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  92
 								0	0	0
 93	 1	Snd1	   0	   6	    1	 1003	  60	   1	   0	  93
 93	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  93
 								0	0	0
 94	 1	Snd1	   0	   7	    0	 1003	  60	   1	   0	  94
 94	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  94
 								0	0	0
 95	 1	Snd1	   0	   8	    1	 1003	  60	   1	   0	  95
 95	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  95
 								0	0	0
 96	 1	Snd1	   0	   9	    1	 1003	  60	   1	   0	  96
 96	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  96
 								0	0	0
 97	 1	Snd1	   0	  10	    1	 1003	  60	   1	   0	  97
 97	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  97
 								0	0	0
 98	 1	Snd1	   0	  11	    1	 1003	  60	   1	   0	  98
 98	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  98
 								0	0	0
 99	 1	Snd1	   0	  12	    1	 1003	  60	   1	   0	  99
 99	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	  99
 								0	0	0
100	 1	Snd1	   0	  13	    1	 1003	  60	   1	   0	 100
100	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 100
 								0	0	0
101	 1	Snd1	   0	  14	    1	 1003	  60	   1	   0	 101
101	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 101
 								0	0	0
102	 1	Snd1	   0	  15	    1	 1003	  60	   1	   0	 102
102	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 102
 								0	0	0
103	 1	Snd1	   0	  16	    0	 1002	  60	   1	   0	 103
103	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 103
 								0	0	0
104	 1	Snd1	   0	  17	    1	 1003	  60	   1	   0	 104
104	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 104
 								0	0	0
105	 1	Snd1	   0	  18	    1	 1003	  60	   1	   0	 105
105	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 105
 								0	0	0
106	 1	Snd1	   0	  19	    0	 1003	  60	   1	   0	 106
106	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 106
 								0	0	0
107	 1	Snd1	   0	  20	    0	 1002	  60	   1	   0	 107
107	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 107
 								0	0	0
108	 1	Snd1	   0	  21	    0	 1003	  60	   1	   0	 108
108	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 108
 								0	0	0
109	 1	Snd1	   0	  22	    1	 1003	  60	   1	   0	 109
109	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 109
 								0	0	0
110	 1	Snd1	   0	  23	    1	 1003	  60	   1	   0	 110
110	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 110
 								0	0	0
111	 1	Snd1	   0	  24	    1	 1003	  60	   1	   0	 111
111	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 111
 								0	0	0
112	 1	Snd1	   0	  25	    1	 1003	  60	   1	   0	 112
112	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 112
 								0	0	0
113	 1	Snd1	   0	  26	    1	 1003	  60	   1	   0	 113
113	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 113
 								0	0	0
114	 1	Snd1	   0	  27	    0	 1003	  60	   1	   0	 114
114	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 114
 								0	0	0
115	 1	Snd1	   0	  28	    1	 1003	  60	   1	   0	 115
115	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 115
 								0	0	0
116	 1	Snd1	   0	  29	    1	 1003	  60	   1	   0	 116
116	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 116
 								0	0	0
117	 1	Snd1	   0	   1	    0	 1003	  70	   1	   0	 117
117	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 117
 								0	0	0
118	 1	Snd1	   0	   2	    1	 1003	  70	   1	   0	 118
118	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 118
 								0	0	0
119	 1	Snd1	   0	   3	    1	 1003	  70	   1	   0	 119
119	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 119
 								0	0	0
120	 1	Snd1	   0	   4	    1	 1003	  70	   1	   0	 120
120	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 120
 								0	0	0
121	 1	Snd1	   0	   5	    0	 1003	  70	   1	   0	 121
121	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 121
 								0	0	0
122	 1	Snd1	   0	   6	    1	 1003	  70	   1	   0	 122
122	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 122
 								0	0	0
123	 1	Snd1	   0	   7	    0	 1003	  70	   1	   0	 123
123	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 123
 								0	0	0
124	 1	Snd1	   0	   8	    0	 1003	  70	   1	   0	 124
124	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 124
 								0	0	0
125	 1	Snd1	   0	   9	    0	 1003	  70	   1	   0	 125
125	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 125
 								0	0	0
126	 1	Snd1	   0	  10	    0	 1003	  70	   1	   0	 126
126	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 126
 								0	0	0
127	 1	Snd1	   0	  11	    1	 1003	  70	   1	   0	 127
127	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 127
 								0	0	0
128	 1	Snd1	   0	  12	    1	 1003	  70	   1	   0	 128
128	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 128
 								0	0	0
129	 1	Snd1	   0	  13	    0	 1003	  70	   1	   0	 129
129	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 129
 								0	0	0
130	 1	Snd1	   0	  14	    1	 1003	  70	   1	   0	 130
130	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 130
 								0	0	0
131	 1	Snd1	   0	  15	    1	 1003	  70	   1	   0	 131
131	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 131
 								0	0	0
132	 1	Snd1	   0	  16	    0	 1003	  70	   1	   0	 132
132	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 132
 								0	0	0
133	 1	Snd1	   0	  17	    1	 1003	  70	   1	   0	 133
133	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 133
 								0	0	0
134	 1	Snd1	   0	  18	    0	 1003	  70	   1	   0	 134
134	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 134
 								0	0	0
135	 1	Snd1	   0	  19	    0	 1003	  70	   1	   0	 135
135	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 135
 								0	0	0
136	 1	Snd1	   0	  20	    1	 1003	  70	   1	   0	 136
136	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 136
 								0	0	0
137	 1	Snd1	   0	  21	    1	 1003	  70	   1	   0	 137
137	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 137
 								0	0	0
138	 1	Snd1	   0	  22	    1	 1003	  70	   1	   0	 138
138	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 138
 								0	0	0
139	 1	Snd1	   0	  23	    1	 1003	  70	   1	   0	 139
139	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 139
 								0	0	0
140	 1	Snd1	   0	  24	    1	 1003	  70	   1	   0	 140
140	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 140
 								0	0	0
141	 1	Snd1	   0	  25	    1	 1003	  70	   1	   0	 141
141	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 141
 								0	0	0
142	 1	Snd1	   0	  26	    1	 1003	  70	   1	   0	 142
142	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 142
 								0	0	0
143	 1	Snd1	   0	  27	    0	 1003	  70	   1	   0	 143
143	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 143
 								0	0	0
144	 1	Snd1	   0	  28	    1	 1003	  70	   1	   0	 144
144	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 144
 								0	0	0
145	 1	Snd1	   0	  29	    0	 1003	  70	   1	   0	 145
145	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 145
 								0	0	0
146	 1	Snd1	   0	   1	    0	 1003	  30	   2	   0	 146
146	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 146
 								0	0	0
147	 1	Snd1	   0	   2	    0	 1003	  30	   2	   0	 147
147	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 147
 								0	0	0
148	 1	Snd1	   0	   3	    0	 1003	  30	   2	   0	 148
148	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 148
 								0	0	0
149	 1	Snd1	   0	   4	    0	 1003	  30	   2	   0	 149
149	 2	Inp1	 NaN	 NaN	 NaN	48928	 NaN	 NaN	 NaN	 149
 								0	0	0
150	 1	Snd1	   0	   5	    0	 1003	  30	   2	   0	 150
